Order_ID,Date,Region,Product,Quantity,Revenue,Customer_Type
66,2025-02-19,West,Phone,3,673.65,Returning
369,2025-02-19,East,Monitor,5,212.23,New
485,2025-02-19,South,Phone,3,457.28,Returning
769,2025-02-19,East,Accessories,5,865.71,Returning
254,2025-02-19,East,Tablet,4,299.56,New
814,2025-02-19,West,Tablet,1,881.17,Returning
765,2025-02-20,North,Monitor,5,1013.09,New
313,2025-02-20,West,Tablet,5,1371.71,New
737,2025-02-20,East,Tablet,2,296.67,New
773,2025-02-20,North,Tablet,1,808.0,New
391,2025-02-20,East,Monitor,2,591.6,New
38,2025-02-20,North,Monitor,2,97.3,New
42,2025-02-20,South,Accessories,5,951.96,New
188,2025-02-20,West,Phone,5,1085.9,Returning
449,2025-02-20,North,Tablet,5,768.77,New
147,2025-02-20,North,Monitor,5,280.59,Returning
490,2025-02-20,South,Accessories,4,1127.47,Returning
931,2025-02-20,South,Phone,4,57.29,New
939,2025-02-20,South,Accessories,1,1415.22,New
816,2025-02-20,North,Accessories,5,1483.36,New
780,2025-02-20,South,Monitor,1,1209.59,New
850,2025-02-21,East,Phone,1,1027.88,New
775,2025-02-21,North,Laptop,5,1001.28,New
899,2025-02-21,North,Phone,5,478.7,Returning
1,2025-02-21,East,Tablet,2,1431.7,New
245,2025-02-21,East,Accessories,4,157.36,Returning
195,2025-02-21,West,Tablet,4,509.0,New
149,2025-02-21,East,Monitor,4,192.44,New
470,2025-02-21,West,Phone,5,1141.33,New
401,2025-02-21,North,Phone,4,1332.35,New
563,2025-02-21,West,Accessories,2,816.65,Returning
198,2025-02-21,East,Laptop,4,152.79,Returning
557,2025-02-21,North,Monitor,3,675.08,Returning
416,2025-02-21,North,Phone,2,1194.68,New
795,2025-02-22,East,Laptop,5,1125.32,Returning
14,2025-02-22,South,Monitor,3,1261.34,New
213,2025-02-22,South,Tablet,5,1323.08,New
54,2025-02-22,West,Laptop,2,381.61,New
907,2025-02-22,North,Phone,4,1033.27,Returning
338,2025-02-22,North,Tablet,5,349.02,New
91,2025-02-22,North,Laptop,2,797.71,New
408,2025-02-22,South,Phone,2,646.09,Returning
727,2025-02-22,West,Laptop,2,275.58,New
570,2025-02-22,South,Tablet,4,1176.35,New
725,2025-02-22,West,Laptop,4,215.93,Returning
565,2025-02-22,South,Phone,4,721.52,New
289,2025-02-23,South,Laptop,4,1102.3,Returning
612,2025-02-23,East,Monitor,3,69.86,New
658,2025-02-23,West,Phone,5,1134.3,Returning
276,2025-02-23,South,Laptop,5,358.97,New
405,2025-02-23,North,Laptop,2,69.21,Returning
70,2025-02-23,North,Phone,4,1156.51,New
314,2025-02-23,South,Phone,3,92.78,Returning
208,2025-02-23,East,Monitor,4,616.49,Returning
72,2025-02-23,North,Laptop,1,1338.89,New
754,2025-02-23,East,Tablet,2,1319.34,New
749,2025-02-23,South,Laptop,1,1181.81,New
348,2025-02-23,East,Accessories,1,975.03,Returning
801,2025-02-24,South,Tablet,4,761.61,New
719,2025-02-24,South,Tablet,4,1416.46,Returning
220,2025-02-24,West,Tablet,3,154.56,Returning
425,2025-02-24,South,Monitor,5,894.11,Returning
39,2025-02-24,East,Laptop,2,133.67,Returning
414,2025-02-24,South,Phone,3,1301.31,New
917,2025-02-24,South,Laptop,3,1487.96,Returning
535,2025-02-24,West,Monitor,5,678.09,New
786,2025-02-25,West,Accessories,1,1340.33,Returning
903,2025-02-25,East,Accessories,5,558.1,Returning
808,2025-02-25,North,Phone,5,1189.18,Returning
699,2025-02-25,East,Laptop,1,340.8,Returning
632,2025-02-25,North,Monitor,3,889.32,Returning
853,2025-02-25,North,Monitor,4,987.57,Returning
203,2025-02-25,East,Phone,1,960.59,Returning
841,2025-02-25,West,Accessories,5,1068.61,Returning
865,2025-02-25,North,Monitor,1,1142.91,New
222,2025-02-25,North,Accessories,4,603.09,Returning
877,2025-02-26,South,Monitor,1,874.27,New
933,2025-02-26,South,Accessories,3,1361.91,New
568,2025-02-26,East,Laptop,1,1244.46,Returning
375,2025-02-26,West,Tablet,5,1248.41,Returning
756,2025-02-26,South,Monitor,4,1477.14,Returning
451,2025-02-26,North,Laptop,5,686.69,Returning
662,2025-02-26,North,Accessories,5,111.4,New
650,2025-02-26,North,Monitor,3,209.59,Returning
166,2025-02-26,South,Phone,5,502.38,Returning
252,2025-02-26,East,Accessories,1,258.72,New
675,2025-02-27,East,Laptop,4,1432.63,New
636,2025-02-27,West,Laptop,5,588.65,Returning
197,2025-02-27,South,Accessories,3,777.2,Returning
516,2025-02-27,North,Monitor,5,200.33,Returning
572,2025-02-27,North,Tablet,1,719.21,New
398,2025-02-27,East,Laptop,5,555.89,Returning
424,2025-02-27,North,Accessories,3,970.23,Returning
473,2025-02-27,North,Accessories,1,344.98,New
433,2025-02-27,South,Tablet,3,1136.62,Returning
397,2025-02-27,South,Accessories,2,1251.86,New
25,2025-02-27,West,Monitor,2,406.42,Returning
393,2025-02-27,East,Laptop,2,386.09,New
621,2025-02-27,South,Tablet,4,791.87,Returning
583,2025-02-27,South,Laptop,3,1245.27,Returning
349,2025-02-27,North,Accessories,2,1258.78,Returning
237,2025-02-28,West,Monitor,1,199.53,New
232,2025-02-28,East,Monitor,3,1414.85,Returning
308,2025-02-28,West,Tablet,4,1066.26,Returning
546,2025-02-28,East,Laptop,2,919.67,Returning
205,2025-02-28,East,Phone,5,286.08,New
904,2025-02-28,South,Monitor,4,1373.75,New
864,2025-02-28,South,Phone,4,1204.21,New
902,2025-02-28,South,Tablet,4,784.18,Returning
159,2025-02-28,South,Monitor,1,1014.46,Returning
192,2025-02-28,North,Laptop,4,1222.75,Returning
712,2025-02-28,South,Tablet,2,493.77,New
29,2025-02-28,North,Accessories,5,1357.01,Returning
676,2025-03-01,East,Monitor,5,1328.34,Returning
373,2025-03-01,North,Accessories,3,1132.83,New
95,2025-03-01,East,Monitor,4,1399.96,New
339,2025-03-01,South,Tablet,4,1209.59,New
998,2025-03-01,East,Monitor,3,407.05,New
409,2025-03-01,South,Tablet,5,1096.8,Returning
406,2025-03-01,East,Monitor,3,479.12,Returning
261,2025-03-01,North,Tablet,1,852.4,Returning
986,2025-03-01,East,Monitor,2,898.36,New
57,2025-03-01,West,Tablet,1,1035.35,New
31,2025-03-01,North,Phone,2,1485.63,New
21,2025-03-01,South,Accessories,1,307.94,New
50,2025-03-01,South,Phone,5,1462.84,Returning
815,2025-03-02,West,Monitor,4,539.59,New
611,2025-03-02,West,Phone,1,638.72,Returning
624,2025-03-02,West,Laptop,1,651.48,Returning
323,2025-03-02,West,Accessories,1,912.46,New
4,2025-03-02,South,Tablet,5,1288.62,New
822,2025-03-02,West,Tablet,2,1139.93,New
844,2025-03-02,North,Phone,5,793.74,Returning
292,2025-03-02,South,Accessories,2,361.27,New
489,2025-03-02,West,Tablet,2,313.5,Returning
641,2025-03-02,South,Monitor,2,766.51,Returning
440,2025-03-02,North,Tablet,1,647.2,New
550,2025-03-02,South,Phone,1,1131.34,New
34,2025-03-03,East,Laptop,3,793.44,Returning
629,2025-03-03,West,Laptop,1,1112.86,Returning
173,2025-03-03,East,Laptop,2,230.36,Returning
35,2025-03-03,North,Laptop,1,748.25,Returning
395,2025-03-03,West,Monitor,1,1360.16,New
176,2025-03-03,East,Monitor,2,1272.75,New
86,2025-03-03,South,Laptop,3,119.08,New
37,2025-03-03,North,Monitor,1,181.55,New
932,2025-03-03,North,Tablet,4,137.14,Returning
179,2025-03-03,East,Phone,1,776.58,New
456,2025-03-03,South,Phone,3,1034.4,Returning
196,2025-03-03,North,Accessories,1,1233.8,New
985,2025-03-03,East,Tablet,1,183.64,New
126,2025-03-03,South,Phone,5,836.58,Returning
428,2025-03-03,South,Monitor,3,500.95,Returning
165,2025-03-03,North,Tablet,2,846.5,New
914,2025-03-03,South,Laptop,4,504.09,Returning
541,2025-03-03,North,Accessories,5,651.71,Returning
79,2025-03-03,South,Phone,4,972.26,Returning
741,2025-03-03,North,Monitor,1,1480.76,Returning
915,2025-03-03,North,Monitor,1,1281.82,New
532,2025-03-03,South,Monitor,5,280.08,Returning
186,2025-03-03,North,Laptop,1,221.81,New
148,2025-03-04,West,Monitor,1,311.28,New
340,2025-03-04,East,Phone,1,533.73,New
774,2025-03-04,East,Phone,2,732.76,Returning
108,2025-03-04,East,Phone,3,125.26,Returning
842,2025-03-04,West,Tablet,2,942.12,Returning
394,2025-03-04,West,Tablet,4,511.98,Returning
422,2025-03-04,South,Phone,3,1328.41,New
630,2025-03-04,North,Monitor,1,1030.38,Returning
442,2025-03-04,North,Phone,1,345.32,Returning
974,2025-03-04,East,Monitor,4,808.56,New
709,2025-03-04,North,Monitor,1,624.14,Returning
682,2025-03-04,East,Monitor,3,187.62,Returning
389,2025-03-04,South,Laptop,1,1190.22,Returning
73,2025-03-04,East,Laptop,2,839.53,Returning
872,2025-03-05,East,Accessories,3,1387.43,Returning
767,2025-03-05,East,Tablet,2,115.19,Returning
328,2025-03-05,South,Tablet,3,765.58,Returning
441,2025-03-05,East,Monitor,1,1142.71,Returning
680,2025-03-05,South,Accessories,5,163.91,New
954,2025-03-05,South,Accessories,5,925.51,New
20,2025-03-05,North,Laptop,1,1221.71,New
526,2025-03-05,East,Accessories,1,350.5,Returning
901,2025-03-05,West,Monitor,2,919.46,New
321,2025-03-05,West,Laptop,1,362.25,New
996,2025-03-05,West,Phone,2,1134.83,Returning
999,2025-03-05,West,Accessories,3,664.14,New
40,2025-03-05,East,Laptop,1,694.33,Returning
973,2025-03-06,East,Phone,4,1315.88,Returning
753,2025-03-06,North,Phone,3,302.65,Returning
379,2025-03-06,North,Accessories,5,1390.61,Returning
100,2025-03-06,East,Tablet,2,138.93,Returning
600,2025-03-06,South,Accessories,3,1403.68,New
132,2025-03-06,South,Monitor,3,440.08,New
742,2025-03-06,North,Tablet,5,443.48,New
703,2025-03-06,West,Monitor,5,947.54,Returning
494,2025-03-06,North,Accessories,1,703.19,New
934,2025-03-07,South,Tablet,3,988.9,Returning
925,2025-03-07,West,Phone,3,1079.69,Returning
593,2025-03-07,West,Accessories,1,186.77,Returning
763,2025-03-07,South,Phone,4,843.49,Returning
386,2025-03-07,West,Monitor,1,1250.77,Returning
162,2025-03-07,South,Monitor,3,1158.84,Returning
288,2025-03-07,West,Monitor,1,369.7,Returning
796,2025-03-07,West,Phone,4,455.15,Returning
357,2025-03-07,South,Monitor,5,918.33,New
697,2025-03-07,East,Laptop,5,1332.65,New
445,2025-03-08,East,Laptop,3,884.34,New
889,2025-03-08,East,Phone,1,460.06,New
303,2025-03-08,West,Accessories,3,685.66,Returning
618,2025-03-08,North,Phone,2,1073.93,Returning
810,2025-03-08,South,Accessories,2,1411.4,New
345,2025-03-08,South,Phone,3,1191.69,New
350,2025-03-08,East,Phone,5,774.18,Returning
241,2025-03-08,East,Tablet,1,325.23,Returning
811,2025-03-08,South,Monitor,1,1346.28,Returning
493,2025-03-08,West,Monitor,4,1473.48,New
887,2025-03-09,North,Monitor,4,675.11,Returning
945,2025-03-09,East,Phone,5,1291.39,New
219,2025-03-09,North,Laptop,3,1032.43,Returning
295,2025-03-09,North,Phone,4,1127.1,Returning
515,2025-03-09,West,Monitor,2,188.29,New
411,2025-03-09,South,Accessories,2,759.6,Returning
792,2025-03-10,West,Phone,5,634.02,Returning
468,2025-03-10,East,Monitor,2,1110.41,Returning
266,2025-03-10,South,Monitor,2,703.5,Returning
475,2025-03-10,East,Monitor,4,463.99,New
722,2025-03-10,North,Laptop,5,818.33,Returning
457,2025-03-10,North,Tablet,3,1170.83,New
560,2025-03-10,South,Laptop,5,973.3,Returning
694,2025-03-10,North,Phone,2,1041.01,New
226,2025-03-10,South,Laptop,3,218.48,New
322,2025-03-10,East,Laptop,2,915.79,Returning
984,2025-03-10,South,Monitor,5,574.24,Returning
443,2025-03-10,East,Laptop,4,524.95,Returning
454,2025-03-10,North,Laptop,4,215.71,New
403,2025-03-11,South,Monitor,1,719.67,New
905,2025-03-11,East,Laptop,4,542.67,New
943,2025-03-11,West,Phone,1,411.71,Returning
825,2025-03-11,South,Laptop,4,127.6,Returning
227,2025-03-11,South,Monitor,4,1182.44,Returning
608,2025-03-11,North,Monitor,1,1443.68,Returning
233,2025-03-11,North,Phone,3,1376.36,New
910,2025-03-11,East,Tablet,5,681.68,New
182,2025-03-11,North,Accessories,4,834.07,New
217,2025-03-11,West,Monitor,3,171.68,New
911,2025-03-11,West,Monitor,4,1202.0,New
58,2025-03-12,East,Tablet,5,376.09,New
158,2025-03-12,North,Phone,4,359.42,New
603,2025-03-12,East,Monitor,4,58.29,New
554,2025-03-12,West,Tablet,4,693.6,Returning
102,2025-03-12,West,Monitor,4,1098.54,New
244,2025-03-12,North,Tablet,1,803.57,Returning
183,2025-03-13,East,Laptop,3,672.91,Returning
3,2025-03-13,North,Accessories,1,619.55,Returning
623,2025-03-13,East,Accessories,3,1410.7,Returning
280,2025-03-13,East,Phone,5,956.55,New
120,2025-03-13,South,Accessories,1,231.77,New
83,2025-03-13,South,Phone,3,717.0,Returning
745,2025-03-13,West,Accessories,5,1074.68,New
667,2025-03-13,West,Accessories,3,1043.82,New
1000,2025-03-13,South,Phone,5,1200.68,Returning
119,2025-03-14,West,Monitor,3,443.59,Returning
735,2025-03-14,South,Phone,2,488.59,Returning
837,2025-03-14,North,Phone,1,1189.43,New
684,2025-03-14,South,Monitor,1,1068.83,New
45,2025-03-14,West,Tablet,1,882.07,Returning
975,2025-03-14,North,Tablet,1,1064.55,New
524,2025-03-14,East,Laptop,4,1149.83,Returning
231,2025-03-14,North,Accessories,1,521.62,New
875,2025-03-15,East,Phone,5,339.77,Returning
614,2025-03-15,West,Tablet,1,502.68,Returning
730,2025-03-15,East,Tablet,1,368.57,New
511,2025-03-15,South,Phone,5,1255.48,Returning
78,2025-03-15,South,Phone,2,97.57,Returning
497,2025-03-15,East,Phone,5,385.75,New
729,2025-03-15,North,Tablet,3,964.34,Returning
788,2025-03-15,North,Tablet,4,789.72,Returning
582,2025-03-15,North,Accessories,3,1338.27,Returning
665,2025-03-15,West,Phone,1,1425.68,Returning
936,2025-03-16,East,Accessories,1,306.93,New
927,2025-03-16,West,Laptop,3,545.07,Returning
803,2025-03-16,West,Laptop,4,1359.63,New
646,2025-03-16,South,Monitor,1,1426.34,Returning
8,2025-03-16,North,Monitor,5,714.44,New
978,2025-03-16,West,Phone,4,1416.86,Returning
578,2025-03-16,East,Phone,5,364.98,Returning
989,2025-03-16,South,Tablet,2,1186.08,New
517,2025-03-16,North,Tablet,5,120.55,New
799,2025-03-16,East,Accessories,2,289.69,Returning
764,2025-03-16,South,Accessories,3,1488.07,New
174,2025-03-16,North,Tablet,1,1206.44,Returning
221,2025-03-16,North,Accessories,2,347.83,New
663,2025-03-16,South,Accessories,4,890.6,Returning
279,2025-03-16,East,Phone,4,1169.84,Returning
9,2025-03-16,North,Phone,3,1182.96,New
913,2025-03-16,East,Tablet,3,256.27,Returning
992,2025-03-17,West,Monitor,3,1302.03,New
24,2025-03-17,East,Phone,4,418.04,Returning
580,2025-03-17,East,Phone,5,432.81,Returning
552,2025-03-17,West,Phone,4,897.77,Returning
446,2025-03-17,West,Accessories,2,82.11,Returning
458,2025-03-17,West,Accessories,4,1429.59,Returning
668,2025-03-17,West,Accessories,2,86.2,New
383,2025-03-17,South,Monitor,4,1126.67,New
307,2025-03-17,East,Laptop,3,1022.48,Returning
628,2025-03-18,North,Accessories,1,975.57,Returning
739,2025-03-18,North,Tablet,1,1176.36,Returning
146,2025-03-18,West,Monitor,4,700.78,New
180,2025-03-18,West,Accessories,1,1073.98,Returning
715,2025-03-18,East,Laptop,4,653.52,New
797,2025-03-18,North,Accessories,1,240.9,Returning
687,2025-03-18,South,Tablet,4,1377.72,New
958,2025-03-18,East,Phone,2,754.44,Returning
859,2025-03-19,West,Monitor,2,958.17,New
988,2025-03-19,North,Phone,2,1348.76,New
734,2025-03-19,North,Accessories,1,562.86,New
556,2025-03-19,North,Accessories,4,1439.82,New
84,2025-03-19,North,Phone,2,187.83,Returning
134,2025-03-19,North,Tablet,5,439.83,Returning
63,2025-03-19,South,Monitor,5,523.19,Returning
833,2025-03-19,West,Laptop,3,1425.33,New
453,2025-03-19,South,Accessories,4,792.81,Returning
191,2025-03-20,South,Laptop,3,1325.04,New
778,2025-03-20,South,Laptop,5,1004.22,Returning
929,2025-03-20,North,Accessories,5,1374.19,New
142,2025-03-20,West,Phone,2,1182.06,New
772,2025-03-20,West,Phone,3,72.94,New
760,2025-03-20,South,Laptop,5,577.52,New
851,2025-03-20,North,Phone,3,1156.2,Returning
935,2025-03-20,West,Laptop,1,445.91,New
644,2025-03-21,South,Phone,4,1412.9,Returning
291,2025-03-21,East,Tablet,1,1122.14,New
802,2025-03-21,West,Tablet,1,639.51,Returning
32,2025-03-21,East,Tablet,4,1434.53,New
479,2025-03-21,West,Tablet,4,636.62,New
89,2025-03-21,East,Tablet,3,561.27,Returning
272,2025-03-21,South,Laptop,4,302.42,New
234,2025-03-21,West,Phone,3,66.65,Returning
110,2025-03-22,West,Phone,3,499.62,Returning
781,2025-03-22,East,Phone,4,228.69,New
721,2025-03-22,South,Monitor,4,685.76,New
64,2025-03-22,East,Monitor,4,1267.51,New
845,2025-03-22,East,Laptop,2,1070.92,New
507,2025-03-22,East,Accessories,2,115.71,New
204,2025-03-22,South,Tablet,5,408.89,Returning
820,2025-03-23,North,Laptop,1,806.83,Returning
529,2025-03-23,West,Laptop,3,1010.6,New
90,2025-03-23,West,Tablet,4,1245.94,New
249,2025-03-23,South,Monitor,5,964.52,Returning
770,2025-03-23,South,Accessories,1,1159.48,New
287,2025-03-23,East,Laptop,5,1412.49,Returning
693,2025-03-23,West,Accessories,4,1465.47,New
558,2025-03-24,East,Phone,1,846.55,New
6,2025-03-24,South,Laptop,5,499.5,New
895,2025-03-24,South,Laptop,4,973.79,New
598,2025-03-24,South,Laptop,1,1248.65,Returning
731,2025-03-24,South,Laptop,4,79.76,Returning
686,2025-03-25,South,Phone,2,384.65,Returning
926,2025-03-25,North,Accessories,5,445.78,Returning
972,2025-03-25,East,Monitor,3,203.49,Returning
947,2025-03-25,West,Accessories,4,1148.32,New
56,2025-03-25,West,Laptop,3,264.86,Returning
171,2025-03-25,West,Phone,3,73.29,Returning
790,2025-03-25,North,Accessories,3,793.7,New
482,2025-03-25,East,Accessories,3,644.12,Returning
542,2025-03-25,North,Phone,3,1083.53,Returning
283,2025-03-25,West,Phone,1,959.86,New
885,2025-03-25,South,Accessories,4,511.17,New
733,2025-03-26,East,Monitor,1,580.11,New
645,2025-03-26,South,Accessories,2,780.81,Returning
564,2025-03-26,North,Tablet,3,1247.58,Returning
341,2025-03-26,East,Phone,5,1304.53,Returning
707,2025-03-26,North,Phone,3,553.89,New
761,2025-03-26,East,Phone,3,326.55,New
88,2025-03-26,East,Accessories,3,1172.16,Returning
463,2025-03-26,South,Laptop,3,641.77,Returning
130,2025-03-27,North,Tablet,4,1143.05,Returning
450,2025-03-27,North,Phone,1,1403.03,New
891,2025-03-27,North,Tablet,1,474.15,New
399,2025-03-27,North,Phone,3,806.32,New
840,2025-03-27,East,Phone,4,1170.15,New
711,2025-03-27,West,Monitor,2,1343.24,New
390,2025-03-27,West,Accessories,4,966.71,New
160,2025-03-27,West,Phone,5,278.12,Returning
228,2025-03-27,West,Monitor,1,1188.64,Returning
854,2025-03-27,South,Laptop,4,378.77,Returning
601,2025-03-27,West,Monitor,2,1211.95,Returning
355,2025-03-27,North,Accessories,1,775.12,New
879,2025-03-27,South,Accessories,2,355.63,Returning
544,2025-03-27,South,Laptop,3,903.33,Returning
309,2025-03-27,East,Monitor,4,345.84,New
7,2025-03-28,East,Phone,2,386.46,Returning
506,2025-03-28,North,Monitor,3,585.75,New
577,2025-03-28,West,Phone,4,268.38,New
661,2025-03-28,North,Laptop,5,346.04,New
388,2025-03-28,South,Phone,5,1223.52,Returning
858,2025-03-28,South,Laptop,4,228.93,New
209,2025-03-28,East,Laptop,1,327.57,Returning
85,2025-03-28,South,Monitor,3,1248.78,Returning
384,2025-03-28,South,Tablet,2,161.12,New
343,2025-03-28,South,Tablet,1,1296.74,New
194,2025-03-29,East,Phone,4,956.29,Returning
860,2025-03-29,East,Tablet,4,453.78,Returning
127,2025-03-29,East,Tablet,5,266.92,Returning
777,2025-03-29,West,Laptop,3,1046.21,New
10,2025-03-29,North,Accessories,2,1442.24,Returning
791,2025-03-29,South,Tablet,4,1310.93,New
107,2025-03-29,East,Monitor,3,1329.96,New
16,2025-03-29,West,Monitor,5,596.63,Returning
104,2025-03-29,South,Phone,2,345.19,New
520,2025-03-30,East,Tablet,5,844.65,Returning
543,2025-03-30,North,Tablet,3,610.01,Returning
253,2025-03-30,West,Phone,1,913.27,New
604,2025-03-30,South,Accessories,4,725.45,Returning
873,2025-03-30,North,Accessories,1,1058.66,Returning
175,2025-03-30,North,Phone,3,943.07,Returning
538,2025-03-30,West,Accessories,5,835.39,Returning
284,2025-03-30,North,Laptop,5,609.14,Returning
27,2025-03-30,West,Accessories,1,1347.23,New
437,2025-03-30,North,Phone,2,1143.1,New
101,2025-03-30,West,Monitor,4,575.16,New
49,2025-03-30,South,Phone,3,1322.17,New
94,2025-03-30,West,Phone,1,470.54,New
710,2025-03-30,East,Accessories,1,1020.5,New
508,2025-03-31,South,Accessories,3,557.42,New
856,2025-03-31,East,Phone,3,729.08,New
427,2025-03-31,North,Tablet,5,357.25,New
75,2025-03-31,North,Laptop,3,420.2,New
215,2025-03-31,North,Laptop,3,408.34,Returning
834,2025-03-31,East,Monitor,3,1419.77,Returning
426,2025-03-31,West,Phone,2,221.7,Returning
829,2025-03-31,East,Laptop,1,853.79,Returning
240,2025-03-31,West,Laptop,5,855.47,New
53,2025-03-31,East,Laptop,3,1140.07,Returning
144,2025-03-31,West,Monitor,3,299.53,Returning
460,2025-03-31,South,Tablet,1,936.44,Returning
461,2025-03-31,South,Phone,3,1293.1,New
615,2025-03-31,North,Accessories,3,72.83,New
260,2025-03-31,North,Laptop,3,183.54,New
360,2025-03-31,East,Monitor,1,641.07,New
512,2025-03-31,North,Laptop,5,1271.37,New
138,2025-03-31,West,Laptop,4,1426.35,Returning
673,2025-03-31,South,Laptop,3,1369.81,Returning
880,2025-03-31,South,Monitor,4,856.86,New
952,2025-03-31,East,Accessories,3,1108.08,Returning
